id,followers,genres,name,popularity,img_url_640,img_url_320,img_url_160
7aADBYuRxT4V57iwqzUiPP,2522.0,[],Beneath My Shade,32,https://i.scdn.co/image/ab6761610000e5eb7bc33b6b0c25dffcb13fe50f,https://i.scdn.co/image/ab676161000051747bc33b6b0c25dffcb13fe50f,https://i.scdn.co/image/ab6761610000f1787bc33b6b0c25dffcb13fe50f
56n1NeXsTOOxjX3Z4lVMTJ,657638.0,"['rap underground espanol', 'spanish hip hop']",SFDK,63,https://i.scdn.co/image/ab6761610000e5eb3ab473e158510f75261428bf,https://i.scdn.co/image/ab676161000051743ab473e158510f75261428bf,https://i.scdn.co/image/ab6761610000f1783ab473e158510f75261428bf
2cScEQkwCAObAfeFX4CYr4,52581.0,['australian reggae fusion'],Bootleg Rascal,47,https://i.scdn.co/image/ab6761610000e5eb7f09aad897703190d175ea3f,https://i.scdn.co/image/ab676161000051747f09aad897703190d175ea3f,https://i.scdn.co/image/ab6761610000f1787f09aad897703190d175ea3f
6vCv1v9LdUOBkbj3Rat9Y2,525.0,[],Richard Kapp,36,https://i.scdn.co/image/00cce5126336f1a889d7759d81a48a63976eb5e0,,
35SiCc05xPtJ3pNktVQlTX,1.0,[],Wilhelm Felden,1,https://i.scdn.co/image/ab67616d0000b273a1061699c86665cf1f7e46b2,,
0AuW7OCyKfFrsMbtHrYgIV,638812.0,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'rap rock', 'west coast rap']",House Of Pain,63,,,
46njgd2Rq9tZc4ZjeQMgbh,792092.0,"['adult standards', 'album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",Boz Scaggs,62,https://i.scdn.co/image/ab6761610000e5eb143feea39a3275bfc4ea5f11,https://i.scdn.co/image/ab67616100005174143feea39a3275bfc4ea5f11,https://i.scdn.co/image/ab6761610000f178143feea39a3275bfc4ea5f11
5CLf8odArXTU5aFNBW7Xjp,323.0,[],Shannon Bolin,7,https://i.scdn.co/image/ab67616d0000b273ba5d2808defce76bab4f8422,,
0ZozT0PmDRv9HuH3x5MxOa,487.0,['classic icelandic pop'],Sextett Ólafs Gauks,14,https://i.scdn.co/image/ab67616d0000b2732d63bbcf2ba5559b84ae05e8,,
6jStlKLflTMUN6BajxrNlj,843718.0,"['chanson', 'french indie pop', 'french pop', 'french rock']",Julien Doré,65,https://i.scdn.co/image/ab6761610000e5ebe0de1031da13ff4c04a410fc,https://i.scdn.co/image/ab67616100005174e0de1031da13ff4c04a410fc,https://i.scdn.co/image/ab6761610000f178e0de1031da13ff4c04a410fc
5icZHFQjI6SRsvXNOKUXZ1,58005.0,"['carnaval limburg', 'dutch pop', 'dutch rock', 'nederpop', 'streektaal']",Rowwen Hèze,50,https://i.scdn.co/image/ab6761610000e5eb529465c35ca2f04f768b4afe,https://i.scdn.co/image/ab67616100005174529465c35ca2f04f768b4afe,https://i.scdn.co/image/ab6761610000f178529465c35ca2f04f768b4afe
62xdwGEOLoGQxKUqoJusyU,25540.0,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet', 'soul jazz']",Clark Terry,41,,,
1HoWbJFK5RdH4OAtpoxbgR,53757.0,"['dutch cabaret', 'dutch pop', 'dutch rock', 'nederpop']",Frank Boeijen Groep,49,https://i.scdn.co/image/ab67616d0000b27336e6cb9b7dea541a6b66aa13,,
0UsbPF0Mx5Y6mWwMEWihWN,17775.0,"['israeli indie', 'israeli rock']",Habiluim,36,https://i.scdn.co/image/ab6761610000e5eb7abcccf6d0b1f542858c8082,https://i.scdn.co/image/ab676161000051747abcccf6d0b1f542858c8082,https://i.scdn.co/image/ab6761610000f1787abcccf6d0b1f542858c8082
6rXycobs8wkWicUGLtmB0n,61941.0,['quiet storm'],Frankie Beverly,56,,,
1tP3R35TdPW8BMwmTPOoVZ,72332.0,"['bossa nova', 'brazilian jazz', 'jazz funk', 'psicodelia brasileira']",Arthur Verocai,51,https://i.scdn.co/image/ab6761610000e5eb9c2fe0b775463713725fc7a8,https://i.scdn.co/image/ab676161000051749c2fe0b775463713725fc7a8,https://i.scdn.co/image/ab6761610000f1789c2fe0b775463713725fc7a8
0mkH5jj3goQ51JtPKVodTo,759614.0,['turkish pop'],Mustafa Sandal,62,https://i.scdn.co/image/ab6761610000e5eb0067ba07290591918d4fbd06,https://i.scdn.co/image/ab676161000051740067ba07290591918d4fbd06,https://i.scdn.co/image/ab6761610000f1780067ba07290591918d4fbd06
5JR66qf3SCSm4IRgsKzIau,25908.0,[],Luis Landriscina,41,https://i.scdn.co/image/ab6761610000e5ebeb1644a37bfc9421db91975d,https://i.scdn.co/image/ab67616100005174eb1644a37bfc9421db91975d,https://i.scdn.co/image/ab6761610000f178eb1644a37bfc9421db91975d
5KDiGaXlk6lxzpXoynx6e4,739.0,"['barnalog', 'classic icelandic pop', 'icelandic pop']",Svanhildur Jakobsdóttir,22,https://i.scdn.co/image/ab67616d0000b2730b502c71135d19a7083b881e,,
7dtmhKnycd3REPNNixXGHO,193557.0,['afrikaans'],Juanita du Plessis,45,https://i.scdn.co/image/ab6761610000e5ebc8feac8c9227b1017fd105f3,https://i.scdn.co/image/ab67616100005174c8feac8c9227b1017fd105f3,https://i.scdn.co/image/ab6761610000f178c8feac8c9227b1017fd105f3
4ERv9hBlW3FZK0GBiNv3xG,2.0,[],Louis Musy,2,https://i.scdn.co/image/ab67616d0000b2739fbf9ddcdc94797e7c8a5297,,
5gznATMVO85ZcLTkE9ULU7,3160492.0,"['permanent wave', 'pop rock', 'rock']",Lenny Kravitz,73,https://i.scdn.co/image/ab6761610000e5ebe0cf058473839f1c9f49937e,https://i.scdn.co/image/ab67616100005174e0cf058473839f1c9f49937e,https://i.scdn.co/image/ab6761610000f178e0cf058473839f1c9f49937e
6LQeBFIfD4C22RJVVjQ6S7,219108.0,"['hi-nrg', 'new romantic', 'new wave pop', 'scottish new wave', 'synthpop']",Jimmy Somerville,45,https://i.scdn.co/image/ab6761610000e5eb998751a120150901ed817f68,https://i.scdn.co/image/ab67616100005174998751a120150901ed817f68,https://i.scdn.co/image/ab6761610000f178998751a120150901ed817f68
1fBcQOi8yEfWN7fknMoqIE,160362.0,"['french reggae', 'german reggae']",Patrice,55,https://i.scdn.co/image/ab6761610000e5eb2cce5296ab64c430a0ab00b6,https://i.scdn.co/image/ab676161000051742cce5296ab64c430a0ab00b6,https://i.scdn.co/image/ab6761610000f1782cce5296ab64c430a0ab00b6
74f8yYPROjWNuz2WJOpQTr,112586.0,"['cumbia pop', 'cumbia villera']",El Guachoon,38,https://i.scdn.co/image/ab67616d0000b2737f181549bc93bc2a684f60da,,
0Y5tJX1MQlPlqiwlOH1tJY,28554337.0,"['rap', 'slap house']",Travis Scott,94,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,https://i.scdn.co/image/ab6761610000517419c2790744c792d05570bb71,https://i.scdn.co/image/ab6761610000f17819c2790744c792d05570bb71
0A5AyLcMXZRmLE7i2maS0R,215276.0,['turkish alt pop'],Nova Norda,58,https://i.scdn.co/image/ab6761610000e5eb72634cf7a561cd8cee764049,https://i.scdn.co/image/ab6761610000517472634cf7a561cd8cee764049,https://i.scdn.co/image/ab6761610000f17872634cf7a561cd8cee764049
4b8aKLfUDjT0cVFRenx0Sv,8221.0,"['hungarian rock', 'magyar alternative']",Rómeó Vérzik,29,https://i.scdn.co/image/ab6761610000e5eb47080242d647268dcf2fcb4c,https://i.scdn.co/image/ab6761610000517447080242d647268dcf2fcb4c,https://i.scdn.co/image/ab6761610000f17847080242d647268dcf2fcb4c
4xlPlv17Nyteao9aycDxMs,713.0,[],Deutsche Grammophon Literatur,32,https://i.scdn.co/image/ab6761610000e5eb4cd9f9a56d89d5997ebb35d4,https://i.scdn.co/image/ab676161000051744cd9f9a56d89d5997ebb35d4,https://i.scdn.co/image/ab6761610000f1784cd9f9a56d89d5997ebb35d4
2SzDI11JbzzEnNFYB6MrkS,61308.0,"['filmi', 'modern bollywood', 'sufi']",Kshitij,33,https://i.scdn.co/image/ab6761610000e5eba57a4080c50efadf26f4d1bb,https://i.scdn.co/image/ab67616100005174a57a4080c50efadf26f4d1bb,https://i.scdn.co/image/ab6761610000f178a57a4080c50efadf26f4d1bb
3RhKSqhIE9U22yFEobw68e,212027.0,"['african reggae', 'afropop', 'french reggae', 'griot', 'reggae', 'roots reggae', 'world']",Tiken Jah Fakoly,53,https://i.scdn.co/image/ab6761610000e5eb8b94846da74504e0da9db6ad,https://i.scdn.co/image/ab676161000051748b94846da74504e0da9db6ad,https://i.scdn.co/image/ab6761610000f1788b94846da74504e0da9db6ad
3QgSmABpItIdj908ek80n5,335543.0,"['alternative rock', 'blues rock', 'boston rock']",Morphine,54,,,
2WNPMiDLv8LGFxT31rrAAK,2222.0,['lithuanian electronic'],Wolfstream,25,https://i.scdn.co/image/ab6761610000e5ebdee73f1c49823fa4323ca9e3,https://i.scdn.co/image/ab67616100005174dee73f1c49823fa4323ca9e3,https://i.scdn.co/image/ab6761610000f178dee73f1c49823fa4323ca9e3
5gSzpQeKekCGJTR9hcWwKF,89245.0,['rock independant francais'],Concorde,50,https://i.scdn.co/image/ab6761610000e5ebe94539aaa5a762c4f816790f,https://i.scdn.co/image/ab67616100005174e94539aaa5a762c4f816790f,https://i.scdn.co/image/ab6761610000f178e94539aaa5a762c4f816790f
5rGrDvrLOV2VV8SCFVGWlj,225261.0,"['edm', 'electro house', 'pop dance', 'slap house', 'tropical house']",Imanbek,82,https://i.scdn.co/image/ab6761610000e5ebbc1a28e768943c624c4b189f,https://i.scdn.co/image/ab67616100005174bc1a28e768943c624c4b189f,https://i.scdn.co/image/ab6761610000f178bc1a28e768943c624c4b189f
6L77qXFnXb7Tac7xzPa0Y7,60637.0,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'gothic metal', 'melodic death metal']",Before The Dawn,39,https://i.scdn.co/image/ab6761610000e5ebf1ad928e5b268627f530c4bc,https://i.scdn.co/image/ab67616100005174f1ad928e5b268627f530c4bc,https://i.scdn.co/image/ab6761610000f178f1ad928e5b268627f530c4bc
4HPsoaUSVyHNukmQtAtFgO,834.0,[],The Travellers,30,https://i.scdn.co/image/ab67616d0000b273b450033dd45db203d8c6f026,,
0i0rwrrIFDx2i2bI23GwVG,110491.0,"['romanian rap', 'romanian rock']",Subcarpaţi,45,https://i.scdn.co/image/ab6761610000e5eb35f6a99239da5ac01fcab573,https://i.scdn.co/image/ab6761610000517435f6a99239da5ac01fcab573,https://i.scdn.co/image/ab6761610000f17835f6a99239da5ac01fcab573
4Mqv4vPwfSL3EdB99OVFVX,1594.0,[],Shanti,18,https://i.scdn.co/image/ab67616d0000b2737c9e13af4fcffb14d740d2a9,,
3OpXEYnkpqSBaJjFWGeJxy,43191.0,[],Amine,41,https://i.scdn.co/image/ab6761610000e5eb85551221104f47e196ef365a,https://i.scdn.co/image/ab6761610000517485551221104f47e196ef365a,https://i.scdn.co/image/ab6761610000f17885551221104f47e196ef365a
0NGAZxHanS9e0iNHpR8f2W,11343451.0,"['electro house', 'pop nacional', 'slap house']",Alok,84,https://i.scdn.co/image/ab6761610000e5ebf7d1bdca65e1cefd4e60c379,https://i.scdn.co/image/ab67616100005174f7d1bdca65e1cefd4e60c379,https://i.scdn.co/image/ab6761610000f178f7d1bdca65e1cefd4e60c379
0jvcrPMrDn2fFu8X9Myglk,122.0,['detske pisnicky'],Ivana Andrlová,25,,,
2spmKkD1aaIwksnFrAghRL,528751.0,"['classic tollywood', 'filmi']",Ghantasala,44,https://i.scdn.co/image/ab67616d0000b273840f6a325b0994d7a5366da6,,
1t7EOTt2tHw9qgJOmhByDw,108688.0,"['norteno', 'ranchera', 'tejano']",Los Relampagos Del Norte,52,https://i.scdn.co/image/ab67616d0000b2733c382a6b6d83077ded0411df,,
26UvqzQrrTyUuN1WbiBfnP,0.0,[],Mrs. Ghosh,0,,,
2pqd3HsfsvcBGtHvPOg6eg,602368.0,"['modern alternative rock', 'modern rock', 'post-grunge', 'rock']",Highly Suspect,65,https://i.scdn.co/image/ab6761610000e5eb17159c1fcba82d2b68010a8b,https://i.scdn.co/image/ab6761610000517417159c1fcba82d2b68010a8b,https://i.scdn.co/image/ab6761610000f17817159c1fcba82d2b68010a8b
43NJEdCasDjCttH1AgahwO,12168.0,"['dutch rock', 'nederpop']",Gruppo Sportivo,31,https://i.scdn.co/image/ab6761610000e5eb6b7e971cc52b416b4956952c,https://i.scdn.co/image/ab676161000051746b7e971cc52b416b4956952c,https://i.scdn.co/image/ab6761610000f1786b7e971cc52b416b4956952c
7hCkNrHKoGomycpp01NUF8,21.0,[],Steve Lyon,41,,,
0PFtn5NtBbbUNbU9EAmIWF,2867147.0,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",TOTO,76,https://i.scdn.co/image/ab6761610000e5eba59a5bcab211f964fe9bfb06,https://i.scdn.co/image/ab67616100005174a59a5bcab211f964fe9bfb06,https://i.scdn.co/image/ab6761610000f178a59a5bcab211f964fe9bfb06
6FJvb2eSpRIXvmvp1aAw7y,1251.0,"['contemporary classical', 'nordic contemporary classical', 'swedish contemporary classical']",Anders Hillborg,19,https://i.scdn.co/image/ab67616d0000b273692e1992cc64203787f3e05b,,
1GAymyGBvB4gQy5Z5LZ1Wj,1977208.0,"['colombian hip hop', 'dominican pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino', 'tropical']",Lalo Ebratt,73,https://i.scdn.co/image/ab6761610000e5eb03f6ad9b0f72e8e95864a336,https://i.scdn.co/image/ab6761610000517403f6ad9b0f72e8e95864a336,https://i.scdn.co/image/ab6761610000f17803f6ad9b0f72e8e95864a336
4bu8s4uesZmBltnYfIqzoZ,46369.0,"['classic russian pop', 'russian dance pop', 'russian pop', 'ukrainian pop']",Irakli,42,https://i.scdn.co/image/ab6761610000e5ebd1c599e3de96c6389e19d9e4,https://i.scdn.co/image/ab67616100005174d1c599e3de96c6389e19d9e4,https://i.scdn.co/image/ab6761610000f178d1c599e3de96c6389e19d9e4
6fcW254cWY4SJUM046CeX0,10.0,[],Bell Telephone Hour Orchestra,5,https://i.scdn.co/image/ab67616d0000b273673ca0af03ae63d4afe21b13,,
2PC0CLpUsoEQPNIZKg2ZX0,841577.0,"['funk carioca', 'funk ostentacao']",MC Bin Laden,52,https://i.scdn.co/image/ab6761610000e5eb1472571ab38e76b5307585d8,https://i.scdn.co/image/ab676161000051741472571ab38e76b5307585d8,https://i.scdn.co/image/ab6761610000f1781472571ab38e76b5307585d8
6uvw9qz33jjkYmhO2fW6Mx,238.0,['classical tenor'],Michel Sénéchal,32,https://i.scdn.co/image/d6cbeb5437a1065afd616a8de0fe449b5933f50c,,
7HO1DbzU86pWWp1vBN7l6k,11644.0,['neo soul'],Dionne Farris,38,https://i.scdn.co/image/ab6761610000e5eb45740b6dedb11a8b4a12bc86,https://i.scdn.co/image/ab6761610000517445740b6dedb11a8b4a12bc86,https://i.scdn.co/image/ab6761610000f17845740b6dedb11a8b4a12bc86
31CkJVAc0cWxVDe8wrUJgE,17599.0,"['musica costarricense', 'rock tico']",Gandhi,32,https://i.scdn.co/image/ab6761610000e5eb20f98416528f6c0e880f878c,https://i.scdn.co/image/ab6761610000517420f98416528f6c0e880f878c,https://i.scdn.co/image/ab6761610000f17820f98416528f6c0e880f878c
1Rkbc6XIHQ89uq9n1a8kGY,13545.0,"['deep uplifting trance', 'dutch trance', 'progressive house', 'progressive trance', 'tech trance', 'trance', 'uplifting trance']",Maarten de Jong,40,https://i.scdn.co/image/ab6761610000e5eb22e87ab38d77e0050c685d32,https://i.scdn.co/image/ab6761610000517422e87ab38d77e0050c685d32,https://i.scdn.co/image/ab6761610000f17822e87ab38d77e0050c685d32
2loYllWFfoWpoxC5YrJKc4,208013.0,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",Dion & The Belmonts,53,https://i.scdn.co/image/ab67616d0000b2737a609132064a415169a915cc,,
0i3EJVwN4X4nceU9O9S4i2,64129.0,['russian chanson'],BumeR,44,https://i.scdn.co/image/ab67616d0000b27314d78a8bc4a9072de3d3d5fb,,
6VX2R9L0O0d6qPvqGuIH7b,119187.0,"['dance pop', 'electropop', 'eurodance', 'europop', 'swedish electropop', 'swedish pop']",September,57,https://i.scdn.co/image/ab6761610000e5eb0fb59fb85a16b08e45812e64,https://i.scdn.co/image/ab676161000051740fb59fb85a16b08e45812e64,https://i.scdn.co/image/ab6761610000f1780fb59fb85a16b08e45812e64
4IKVDbCSBTxBeAsMKjAuTs,21079533.0,"['desi pop', 'filmi', 'modern bollywood']",Armaan Malik,72,https://i.scdn.co/image/ab6761610000e5ebc5911f22814f270d5004ae53,https://i.scdn.co/image/ab67616100005174c5911f22814f270d5004ae53,https://i.scdn.co/image/ab6761610000f178c5911f22814f270d5004ae53
4QvgGvpgzgyUOo8Yp8LDm9,3656647.0,"['anime rock', 'j-pop', 'j-rock']",Mrs. GREEN APPLE,72,https://i.scdn.co/image/ab6761610000e5eb968120b0312a7893ec391560,https://i.scdn.co/image/ab67616100005174968120b0312a7893ec391560,https://i.scdn.co/image/ab6761610000f178968120b0312a7893ec391560
6CxZzQFUTM6AzgluGwtq5w,1100283.0,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Charlie Wilson,66,https://i.scdn.co/image/ab6761610000e5ebb1c55850b10bbbfa9f227236,https://i.scdn.co/image/ab67616100005174b1c55850b10bbbfa9f227236,https://i.scdn.co/image/ab6761610000f178b1c55850b10bbbfa9f227236
5WXIodDr8Cl8sQv5a9E0nm,103386.0,['kayokyoku'],Hi-Fi Set,42,https://i.scdn.co/image/ab67616d0000b2736cb1794be8ab87b7d1e75e0a,,
6AT27ojKlBuZToFIGwQZDc,395554.0,"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",Sammy & Falsetto,66,https://i.scdn.co/image/ab6761610000e5eb07c21ee2a53431ec3deed641,https://i.scdn.co/image/ab6761610000517407c21ee2a53431ec3deed641,https://i.scdn.co/image/ab6761610000f17807c21ee2a53431ec3deed641
3bJb6rCqsH6u2uanQXbY5i,133.0,[],Friedrich Schoenfelder,37,https://i.scdn.co/image/ab67616d0000b27343ab726c4d45ddd5a7d27bbc,,
6rBvjnvdsRxFRSrq1StGOM,380208.0,"['autonomous black metal', 'black metal', 'black thrash', 'metal', 'old school thrash', 'pagan black metal', 'swedish black metal', 'swedish metal', 'viking black metal', 'viking metal']",Bathory,50,https://i.scdn.co/image/ab67616d0000b27335f5af2b63ac3d5dee27972b,,
5wPoxI5si3eJsYYwyXV4Wi,831725.0,"['hip hop', 'virginia hip hop']",N.E.R.D,63,https://i.scdn.co/image/ab6761610000e5eb191233557c296f4b113b57be,https://i.scdn.co/image/ab67616100005174191233557c296f4b113b57be,https://i.scdn.co/image/ab6761610000f178191233557c296f4b113b57be
1zgNpeHQe8GulzfVkYP2VK,257464.0,"['disco', 'motown', 'philly soul', 'post-disco']",The Trammps,57,https://i.scdn.co/image/ab6761610000e5ebf7a121807793bba66941cb85,https://i.scdn.co/image/ab67616100005174f7a121807793bba66941cb85,https://i.scdn.co/image/ab6761610000f178f7a121807793bba66941cb85
6XGJvNG372fPJ2TV2OoN0Z,71954.0,"['brill building pop', 'bubblegum pop', 'folk rock', 'soft rock']",Classics IV,43,,,
6gzoqzuacRAn90laFiHEuC,1785.0,[],Shankar Dasgupta,5,https://i.scdn.co/image/ab67616d0000b2735ffbf6c07fe0542fcdc8d291,,
2tm4kQ9jYGeaallczXyBOy,15599.0,"['czech hip hop', 'czsk hip hop']",LA4,34,https://i.scdn.co/image/ab67616d0000b27391ab3b0ea2a36f41ddf15396,,
6HwRSGDwpltqE6T0xQF8Xu,42302.0,['israeli pop'],Noa,43,https://i.scdn.co/image/ab6761610000e5ebde96ef688ff8c08262f7f3ae,https://i.scdn.co/image/ab67616100005174de96ef688ff8c08262f7f3ae,https://i.scdn.co/image/ab6761610000f178de96ef688ff8c08262f7f3ae
2jw70GZXlAI8QzWeY2bgRc,3783726.0,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",Nelly Furtado,78,https://i.scdn.co/image/ab6761610000e5eb4cf746b3348b3b0111056c11,https://i.scdn.co/image/ab676161000051744cf746b3348b3b0111056c11,https://i.scdn.co/image/ab6761610000f1784cf746b3348b3b0111056c11
1AZC6jC2Y5aQPeMWfVAqon,52158.0,"['classic mandopop', 'mandopop']",Chris Yu,38,https://i.scdn.co/image/ab67616d0000b273ada36b4fe3446c1fdf73eb6f,,
0Ty63ceoRnnJKVEYP0VQpk,3243882.0,"['permanent wave', 'soft rock', 'sophisti-pop']",Sting,75,https://i.scdn.co/image/ab6761610000e5eb9fdb4dab484a9f12e347c216,https://i.scdn.co/image/ab676161000051749fdb4dab484a9f12e347c216,https://i.scdn.co/image/ab6761610000f1789fdb4dab484a9f12e347c216
2nhh27m0WNqNMjUVXBbw7e,1031.0,[],Bergeners,19,https://i.scdn.co/image/ab67616d0000b2732537d7f71e88bc9d7ae5e4ac,,
5NNlkZBrBpOJ7C11JwVxIj,1409367.0,"['emo mexicano', 'mexican pop punk', 'mexican rock', 'punk rock mexicano']",PXNDX,69,https://i.scdn.co/image/ab6761610000e5ebb567ff9dc4dc5f2dc1201daa,https://i.scdn.co/image/ab67616100005174b567ff9dc4dc5f2dc1201daa,https://i.scdn.co/image/ab6761610000f178b567ff9dc4dc5f2dc1201daa
0RGiTQquqLMAK9PKFloepL,395.0,[],Kalle Blomkvist,36,https://i.scdn.co/image/ab67616d0000b273b6d20ea47be10723e317c69c,,
7oOCHAPJjD7IARb5hrzvw9,4171.0,"['american orchestra', 'orchestra']",Pittsburgh Symphony Orchestra,45,https://i.scdn.co/image/ab6761610000e5eb34c1cb97f5f39d2fe7b108ff,https://i.scdn.co/image/ab6761610000517434c1cb97f5f39d2fe7b108ff,https://i.scdn.co/image/ab6761610000f17834c1cb97f5f39d2fe7b108ff
190bkHbFrRvEhcB7Zpuv3y,251851.0,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']",Waa Wei,58,https://i.scdn.co/image/ab6761610000e5eb760d509640c55ddbd13d2876,https://i.scdn.co/image/ab67616100005174760d509640c55ddbd13d2876,https://i.scdn.co/image/ab6761610000f178760d509640c55ddbd13d2876
6t9tn943Zw5EK2vnf5LY84,17.0,[],William Dickie,15,,,
64DCrjUnRi1h8dugMhHJQa,39633.0,['classic indo pop'],Rita Effendy,38,https://i.scdn.co/image/ab67616d0000b2734e3e64406cb71e4e357ff5af,,
3vIFTM70CYTYr122vTVpzx,152090.0,"['electro', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']",Special Ed,43,,,
5QruqADxUmpzY0bT56039j,28645.0,[],Dani and Lizzy,50,https://i.scdn.co/image/ab6761610000e5eb65000e9335306f58cd916b3d,https://i.scdn.co/image/ab6761610000517465000e9335306f58cd916b3d,https://i.scdn.co/image/ab6761610000f17865000e9335306f58cd916b3d
4MU4rC7z6JpqxqbHDqtz7H,135072.0,"['flamenco urbano', 'pop flamenco']",Keen Levy,65,https://i.scdn.co/image/ab6761610000e5ebd000e130a3c7bb39d234ded8,https://i.scdn.co/image/ab67616100005174d000e130a3c7bb39d234ded8,https://i.scdn.co/image/ab6761610000f178d000e130a3c7bb39d234ded8
3yiEJ9SByXZMXTwaKdVFN4,1221026.0,"['italian hip hop', 'rap napoletano']",Luche,68,https://i.scdn.co/image/ab6761610000e5eb0d7881bb98288f4f97d344c6,https://i.scdn.co/image/ab676161000051740d7881bb98288f4f97d344c6,https://i.scdn.co/image/ab6761610000f1780d7881bb98288f4f97d344c6
4l65AlrXvlx2y500dqKcI2,5461.0,['country gospel'],Cristy Lane,35,,,
6uduXqfPOgmcelx9Kclo3y,3334.0,[],George Shearing Quintet,32,https://i.scdn.co/image/ab67616d0000b273e73bdad0eb66863f190e45b5,,
2g3PKH7Z1Ofn5oGR6oDjLy,131756.0,"['classic garage rock', 'freakbeat', 'garage rock', 'protopunk', 'psychedelic rock', 'punk', 'punk blues']",The Sonics,49,,,
1SGvAkR4nsQoXdhHHFFuM4,16589.0,"[""black 'n' roll"", 'black metal', 'finnish black metal', 'finnish doom metal']",Barathrum,25,https://i.scdn.co/image/ab67616d0000b273f4889ff33e6afb1e513c7848,,
0gudLEFCyMFIBCt1EQaMh7,990596.0,['vallenato'],Ivan Villazon,48,https://i.scdn.co/image/ab6761610000e5eb1c0e00cd9228d96cf7eb351d,https://i.scdn.co/image/ab676161000051741c0e00cd9228d96cf7eb351d,https://i.scdn.co/image/ab6761610000f1781c0e00cd9228d96cf7eb351d
5GyKaHK4KiRUH2lNXB7qTh,7255.0,['karadeniz pop'],Erol Şahin,27,https://i.scdn.co/image/ab67616d0000b2733cd1c0235078eed652a42799,,
0whniZHlBVeEkP9VylwlIz,13.0,[],Ilona Durigo,10,https://i.scdn.co/image/ab67616d0000b273b1c06e2eedb86e00e66082f4,,
6hVfhenDWtc36gNLmWIRG5,360511.0,"['classic italian pop', 'italian adult pop']",Tiromancino,56,https://i.scdn.co/image/ab6761610000e5eb8f2d2ca2b3b37081a8acafa5,https://i.scdn.co/image/ab676161000051748f2d2ca2b3b37081a8acafa5,https://i.scdn.co/image/ab6761610000f1788f2d2ca2b3b37081a8acafa5
6nqR1MdjPNXu5KSdeqJBI1,157342.0,['vocaloid'],sasakure.UK,44,https://i.scdn.co/image/ab6761610000e5eb7ea342d5a2b7b2f57ae689b7,https://i.scdn.co/image/ab676161000051747ea342d5a2b7b2f57ae689b7,https://i.scdn.co/image/ab6761610000f1787ea342d5a2b7b2f57ae689b7
1nYKikHu8WWMKYVTcNyyzs,89109.0,"['classic swedish pop', 'dansband', 'danspunk', 'varmland rock']",Sven-Ingvars,54,https://i.scdn.co/image/ab6761610000e5eb229a2f1b615ab9fc0f7c7b6a,https://i.scdn.co/image/ab67616100005174229a2f1b615ab9fc0f7c7b6a,https://i.scdn.co/image/ab6761610000f178229a2f1b615ab9fc0f7c7b6a
3dUXTzPxjC0mgZbxieKQLF,590.0,"['opera', 'orchestral performance']",Gianandrea Gavazzeni,49,https://i.scdn.co/image/912972497a2940520c5fa9e6b3d483eab02a262d,,
1KJkhqZNLx1JY9vXkBhGV5,1059636.0,"['adoracao', 'brazilian gospel', 'groove gospel']",Trazendo a Arca,58,https://i.scdn.co/image/ab6761610000e5eb37fcf28e8774d64d771ae37f,https://i.scdn.co/image/ab6761610000517437fcf28e8774d64d771ae37f,https://i.scdn.co/image/ab6761610000f17837fcf28e8774d64d771ae37f
7BV3NRBXAqy4n3HxeHGB7w,3852.0,['hungarian rock'],Aljas Kúszóbab,26,https://i.scdn.co/image/ab6761610000e5ebfd62d39c6e3257d8d893b1ef,https://i.scdn.co/image/ab67616100005174fd62d39c6e3257d8d893b1ef,https://i.scdn.co/image/ab6761610000f178fd62d39c6e3257d8d893b1ef
66D8e7KoFNDPvaZhOpSHGF,407.0,[],K. Rani,8,https://i.scdn.co/image/ab67616d0000b27363f77a39202ecbb43d810e33,,
4fLuPn1SvWJVFmooqIkvWh,119834.0,['axe'],Luiz Caldas,42,https://i.scdn.co/image/ab6761610000e5eb8ff4ec4e3bc8fa6aab577741,https://i.scdn.co/image/ab676161000051748ff4ec4e3bc8fa6aab577741,https://i.scdn.co/image/ab6761610000f1788ff4ec4e3bc8fa6aab577741
